ID,age,male_dummy,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,parent_dummy,Vote2019R,pastvote_EURef,new_socgrade,Political_Left_Right,W8,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,ClimateAngerLeaders,ClimateAngerPeople,ClimateWorry,ClimateHope,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,SecureClimateNiche,DemocracyForClimate,AuthoritarianClimateAction,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,NoPoliticalEfficacy,page6posttreatment8_2,page6posttreatment8_3,TrustStrangers,TrustGovernment,TrustParliament,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,ChildFutureConcerns,academic_dummy,white_dummy,Selfenh_Values,Altr_values,Biosph_values,ConformTrad,Openness,Selftransc_Val,Author_Val,Domin_Val,Power_Values,page4posttreatment2_5r,page4posttreatment2_6r,EDO,page4posttreatment3_15r,page4posttreatment3_16r,page4posttreatment3_19r,page4posttreatment3_20r,SDO,page4posttreatment3_3r,page4posttreatment3_4r,page4posttreatment3_7r,page4posttreatment3_8r,page4posttreatment3_11r,page4posttreatment3_12r,Submission,Tradition,Aggression,RWA,EcoFasc1,ProClimatePolSupp,AntiClimatePolSupp,Meat_Dairy_D,Avoid_Car_D,Consume_Less_D,Fly_Less_D,Contact_MP_D,Influence_Others_D,No_ClimateAction_D,PersClimateAction,page6posttreatment10_1r,page6posttreatment10_2r,page6posttreatment10_3r,page6posttreatment10_4r,page6posttreatment10_5r,page6posttreatment10_6r,SufficiencyNorms,Anomie,AntiFossilFuelNorms,WorryMinusHope
30,56,0,4,9,NA,1,2,1,1,3,1,1,4,0.599675801,6,5,4,4,5,5,4,4,3,4,4,5,4,3,4,2,3,4,2,0,1,0,0,8,4,7,7,4,4,3,3,6,6,4,5,5,6,5,3,4,4,5,5,4,5,5,4,5,5,5,5,5,6,5,4,3,5,5,4,5,3,4,4,3,5,4,2,4,4,3,3,1,1,1,2,2,2,2,2,5,5,6,4,6,6,5,5,2,3,2,3,5,5,5,5,5,5,0,1,3,4.75,5.5,4,3.75,5,0.25,-1.75,3.5,2,2,3,3,3,3,2,3.75,3,2,4,4,4,3,3.5,4,4.25,3.916666667,4,3.833333333,3.5,1,1,1,0,0,0,0,3,0,0,-2,1,-2,1,0,5,-0.666666667,0
31,52,1,2,1,5,1,1,2,1,7,2,2,8,2.91915715,1,2,4,5,4,1,6,3,2,2,5,5,1,3,2,1,3,4,4,0,0,0,1,1,1,1,1,2,2,6,2,6,6,2,1,7,7,7,5,3,2,5,7,3,3,3,5,6,6,5,3,4,5,6,7,5,3,3,4,7,1,7,1,4,1,7,2,4,7,1,7,2,2,2,2,2,2,1,2,7,7,1,6,0,0,5,5,5,1,3,3,6,6,6,3,2,6,0,1,2.5,2.75,1.5,4,3.5,2.333333333,0.5,-0.25,3.5,2,2,2.666666667,2,2,4,3,3.375,1,1,5,6,5,5,1.25,5.75,5.5,4.166666667,6,4,4.166666667,0,0,0,0,0,0,1,0,0,0,0,-1,1,1,0.333333333,4.6,0,0
32,41,0,4,19,NA,1,2,2,0,3,2,2,8,0.925835738,4,3,6,4,2,3,3,1,2,3,3,3,3,3,2,2,1,1,4,0,0,0,1,3,2,3,6,4,4,4,2,4,4,3,4,7,5,4,4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,1,4,4,4,4,7,4,4,4,4,6,2,2,2,2,2,2,2,1,7,5,4,0,NA,NA,5,5,5,5,5,5,4,5,4,4,4,4,0,1,1.5,2.75,3.5,4,2.25,3,1.75,-1.25,1,4,4,3.666666667,4,4,4,4,4,1,3,4,4,4,4,2.75,4,4.75,3.833333333,4,5,3.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,-3
33,81,0,5,9,3,1,2,1,1,1,2,2,6,1.737440453,6,6,6,6,3,2,6,1,2,3,6,3,3,3,4,2,3,3,2,0,1,0,0,1,1,1,1,4,4,3,4,4,5,3,2,5,5,7,1,1,1,5,5,4,3,5,5,5,4,5,5,4,4,7,7,6,4,4,2,1,7,7,1,1,7,1,6,1,7,1,7,2,2,2,2,2,2,1,2,4,2,4,1,3,3,1,1,1,1,1,1,5,5,4,5,3,5,0,1,2.5,2.75,6,5.25,3.5,3.833333333,1.75,-0.25,3,4,3,3.666666667,3,4,4,4,4.375,3,3,7,7,4,5,2.75,5.5,4.75,4.333333333,6.666666667,1,6.833333333,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,4.4,-1,0
34,74,1,4,17,NA,1,2,1,1,2,2,2,3,0.919553353,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,2,0,1,0,0,7,5,7,4,4,4,4,4,4,4,3,3,6,5,4,4,4,4,4,4,4,4,4,3,5,5,4,4,4,5,4,4,4,4,4,3,6,3,3,6,5,1,6,4,4,4,5,4,2,2,2,2,2,2,2,1,6,4,4,5,3,6,5,4,5,4,3,3,4,4,4,4,4,4,1,1,3.5,3.75,4,3.5,4,3.833333333,-0.5,-0.25,3.5,4,4,4,3,3,4,3,3.5,2,3,4,4,4,4,2.75,4,4,3.583333333,4,5.333333333,3.166666667,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1.333333333,4,0.666666667,3
35,81,0,9,11,5,1,2,1,1,5,2,2,3,0.70539434,6,5,5,4,5,5,6,3,2,5,4,5,6,4,4,2,3,4,4,0,0,0,1,6,7,8,7,1,3,1,3,7,5,3,3,5,6,5,4,4,4,3,2,7,6,4,1,5,6,4,4,6,6,2,3,4,4,5,5,5,2,4,4,3,4,7,3,4,2,5,3,2,2,1,2,2,2,2,2,5,3,5,6,NA,6,4,4,3,3,4,4,5,4,4,3,1,3,0,1,2.75,5.25,5.5,4.5,4.25,5.333333333,0.25,-2.5,3.5,1,3,2,3,2,2,2,2.75,3,2,4,4,1,2,2.75,4.25,2,3,3,4.666666667,3,0,0,1,0,0,0,0,1,2,2,1,1,2,2,1.666666667,3.4,1.666666667,1
36,80,1,1,16,NA,1,2,1,1,1,2,1,7,0.598520355,2,2,5,6,5,2,3,2,4,2,5,3,4,2,2,2,2,2,4,0,0,0,1,1,1,1,1,7,5,7,6,2,4,3,2,7,3,5,5,2,2,7,7,5,1,7,6,3,2,2,7,3,4,7,7,7,3,6,2,1,7,7,1,1,7,1,7,1,7,1,1,2,2,1,2,2,2,2,2,4,1,7,8,6,5,1,1,1,1,1,3,3,6,7,5,1,2,1,1,2.5,3.5,2,4.5,2.25,3,2.25,-1,2,6,4,5.833333333,5,6,5,4,5.25,1,5,6,6,3,7,2.75,5.5,6,4.75,7,1,6,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,1,-0.333333333,4.4,-1,0
37,74,1,2,14,4,1,2,1,1,2,1,2,3,0.990989736,4,4,5,3,4,5,5,3,2,5,3,5,5,5,4,3,2,3,4,0,0,0,1,6,6,8,9,4,6,5,5,2,2,3,2,2,6,4,3,4,4,4,4,6,6,5,4,5,4,5,4,4,5,5,3,3,3,6,4,6,2,2,6,5,2,6,3,6,2,3,3,2,2,2,2,2,2,1,2,5,2,5,7,2,2,3,3,3,3,3,3,5,5,5,4,3,4,0,1,2.5,4.75,4,4,4.25,4.5,-0.25,-2.25,2.5,6,6,5.333333333,3,4,4,3,4,6,2,4,4,2,2,3.25,3.75,3,3.333333333,3.666666667,5.333333333,2.333333333,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,4.4,1,-1
38,48,1,3,17,13,1,2,2,0,1,2,1,4,0.869356522,3,3,5,5,4,4,6,1,5,4,5,5,3,6,3,4,2,3,2,0,1,0,0,6,6,6,6,7,7,7,7,1,1,1,1,7,7,7,7,1,1,5,5,4,6,5,6,3,2,7,7,1,4,7,7,6,6,4,1,2,7,7,1,1,7,1,1,1,7,1,7,2,1,1,1,2,2,2,2,7,1,1,1,0,0,1,1,1,1,1,1,6,2,4,3,5,1,1,1,3.5,4,3,4.75,4,3.666666667,0.75,-0.5,2.5,7,7,7,5,6,7,4,5.875,1,1,7,7,4,2,1,7,4,4,6.666666667,1.166666667,6,0,1,1,1,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,4,-1,0
39,74,1,2,9,NA,1,2,2,0,1,3,1,5,0.643453263,3,4,5,5,4,1,6,2,2,4,4,3,2,2,3,2,2,3,1,1,0,0,0,7,5,4,4,6,6,4,7,1,2,3,3,3,6,4,3,5,4,7,6,1,2,4,1,4,3,5,6,5,2,7,4,3,4,6,2,6,2,5,3,3,5,6,4,2,4,1,4,2,2,2,2,2,2,1,2,3,4,5,4,6,6,5,5,3,3,5,4,5,4,4,5,1,5,0,1,2.25,2.5,3.5,4.5,3.25,2.833333333,1.25,-0.25,2.5,7,6,6,4,5,3,6,4.25,5,2,3,4,7,6,3.25,3.5,6.5,4.416666667,4.666666667,3.5,4,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,3.8,0.333333333,0
40,63,1,9,18,3,1,2,2,0,1,2,2,7,0.948997236,1,1,6,6,6,6,6,1,1,6,6,6,6,6,1,1,6,6,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,7,1,1,7,7,7,1,1,1,1,7,1,1,1,7,1,7,1,7,7,1,3,1,7,1,1,7,1,7,1,7,1,7,2,2,2,2,2,2,1,2,1,1,7,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3.5,6,1,6,3.5,4.333333333,2.5,-2.5,6,7,7,3,7,1,7,1,2.5,7,7,7,7,1,7,4.5,7,5.5,5.666666667,3,1.333333333,6,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0
41,71,0,6,20,NA,1,2,2,0,7,3,1,3,0.587216467,5,5,4,3,5,6,5,3,4,4,3,5,6,5,5,4,2,3,3,0,0,1,0,9,8,9,8,3,3,4,3,7,5,3,3,5,5,4,4,5,4,4,4,6,6,3,3,5,6,2,3,5,6,4,3,4,4,5,4,6,3,3,4,4,3,6,2,4,2,4,2,2,1,2,2,2,2,2,2,4,4,5,NA,4,5,5,3,2,3,3,3,4,3,3,4,4,3,0,1,3.25,5.5,5,3.5,4.5,5.333333333,-1,-2.25,2.5,1,3,2.833333333,3,2,3,2,2.625,3,3,3,4,2,2,3,3.75,3,3.25,3.666666667,4.666666667,2.5,0,1,0,0,0,0,0,1,0,1,-2,1,1,1,1,3.6,-0.333333333,1
42,55,0,9,17,NA,1,2,2,0,2,1,1,2,0.548329686,5,5,2,2,5,6,5,2,2,2,2,5,5,5,4,1,2,3,2,0,1,0,0,2,8,9,6,2,2,3,3,4,4,2,1,7,6,2,2,6,4,4,2,5,5,2,1,6,7,6,3,6,7,4,1,1,4,4,4,5,1,1,4,4,4,5,2,5,3,4,2,2,2,2,1,1,1,2,2,6,4,6,5,0,1,3,4,4,3,3,4,6,5,5,6,5,6,1,1,2,5.25,5,2,4,5.166666667,-2,-3.25,2.5,4,4,3,2,1,2,1,2.25,1,2,2,4,3,3,1.5,2.5,3,2.333333333,2,4.5,2.166666667,0,0,0,1,1,1,0,2,1,2,2,1,1,2,1.333333333,5.4,1.666666667,3
43,73,0,6,17,4,1,2,2,0,1,2,1,5,0.926475029,6,6,3,3,4,5,6,1,3,5,3,5,6,6,4,5,3,3,3,0,0,1,0,9,6,7,8,2,3,1,3,6,6,2,5,5,6,5,3,5,4,4,4,4,4,3,1,7,5,5,4,4,6,4,4,2,4,6,4,6,4,3,3,4,4,7,1,5,3,5,1,1,2,2,1,2,1,2,2,4,3,6,2,2,4,3,3,3,4,4,3,6,6,4,6,3,5,1,1,3.5,5,6,3.5,4.25,5.333333333,-0.75,-1.5,3,2,2,2.166666667,1,3,4,2,2.875,3,2,3,4,4,4,3,3.75,4,3.583333333,3.333333333,5,2.666666667,1,0,0,1,0,1,0,3,1,1,1,2,2,1,1.666666667,5,1,-1
44,82,0,6,18,5,1,2,1,1,1,2,1,6,0.774613757,6,5,6,6,6,6,4,1,3,6,3,6,4,2,3,2,1,2,1,1,0,0,0,3,3,3,3,1,1,1,1,4,5,1,1,7,7,5,4,2,4,4,5,4,7,1,1,4,7,4,4,4,4,1,5,4,4,4,1,6,1,3,3,2,3,7,1,3,3,4,4,1,1,1,1,1,1,2,2,1,1,7,4,0,0,2,3,3,4,4,4,7,7,6,7,6,4,0,1,2,5.5,5.5,5.25,2.5,5.5,2.75,-3.5,1.5,4,3,1.833333333,4,1,4,4,2.875,1,1,6,4,4,1,1,4.75,3.5,3.083333333,3.333333333,4.166666667,2.5,1,1,1,1,1,1,0,5,-2,1,1,2,2,2,2,6.6,0,0
45,76,0,8,9,5,1,2,1,1,2,1,2,8,1.265893594,6,6,6,6,6,6,4,3,5,6,6,5,6,5,4,3,2,3,4,0,0,0,1,10,10,10,11,5,6,4,7,7,7,3,3,4,6,5,2,3,3,7,6,4,6,4,3,7,6,3,3,6,6,6,6,4,4,5,7,6,6,6,5,5,4,7,6,4,3,5,5,2,1,1,2,2,1,2,2,3,5,7,6,3,3,2,2,2,4,1,1,2,2,2,3,2,3,0,1,3.25,5.75,6,6,4,5.833333333,2,-2.5,2.5,1,1,4,1,2,2,2,2.5,4,2,5,5,4,2,3,4.25,4.75,4,5.333333333,5.333333333,5,0,1,1,0,0,1,0,3,-2,-2,-2,2,-1,-1,0,2.2,-2,-1
46,76,1,2,1,4,1,2,1,1,1,1,2,2,1.068786819,6,5,6,6,5,6,6,1,3,6,6,6,6,3,6,3,2,2,2,0,1,0,0,11,7,11,9,4,4,4,5,7,7,3,2,5,7,7,4,4,3,7,7,4,3,4,4,7,7,7,1,7,7,5,7,4,1,7,5,7,1,4,4,7,1,7,1,7,1,4,7,2,2,2,2,2,2,1,2,4,5,7,6,5,5,3,3,3,3,3,5,7,3,5,4,2,5,0,1,2.5,5.75,5.5,6,4,5.666666667,2,-3.25,2,1,1,3.166666667,1,1,1,1,2.5,3,1,4,5,4,5,2.25,5,5.75,4.333333333,5.333333333,6,2.5,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.666666667,4.2,1,2
47,36,0,2,5,NA,1,2,2,0,7,3,2,8,0.892750393,6,6,3,3,6,6,6,2,3,3,3,3,5,3,3,2,2,2,4,0,0,0,1,7,8,7,9,1,3,1,2,7,2,3,2,4,5,4,4,4,4,5,5,4,3,3,2,6,5,4,3,6,6,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,1,1,1,2,2,2,2,2,5,4,4,4,4,4,5,3,5,3,3,3,5,6,5,6,4,4,0,1,2.25,5,6,3,3.5,5.333333333,-0.5,-2.75,2,1,6,2.333333333,2,3,2,2,2.625,4,3,4,4,4,5,3,4,4.75,3.916666667,4,4.166666667,3.666666667,1,1,1,0,0,0,0,3,0,1,0,1,1,1,1,5.2,0.333333333,-2
48,51,1,9,16,7,1,1,2,1,1,2,1,7,1.436227576,2,2,2,2,2,3,3,3,3,2,2,2,1,3,1,2,4,3,4,0,0,0,1,7,1,1,1,4,6,7,7,1,4,1,2,7,7,3,4,5,5,7,7,2,1,6,6,3,3,4,6,2,2,7,7,4,4,4,1,1,6,7,1,1,7,1,7,1,7,1,7,2,2,2,2,2,2,1,2,5,2,7,5,4,3,1,1,1,1,1,1,4,6,5,5,6,2,1,1,3,2,2,2,2.5,2,-0.5,1,3.5,7,4,5.833333333,5,5,6,6,5.5,1,1,3,3,6,7,1.25,3.25,6.75,3.75,6,1,6.833333333,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,5.2,-1,0
49,67,1,7,20,14,1,2,1,1,1,2,1,8,0.757567922,3,3,4,5,4,2,4,4,3,3,3,3,4,4,4,4,3,3,1,1,0,0,0,2,2,2,2,6,4,6,6,2,4,1,2,6,7,5,5,5,6,7,6,2,1,6,6,4,2,4,7,3,2,7,6,5,5,3,5,3,4,5,1,1,7,3,3,1,7,1,7,2,1,2,2,2,2,2,2,7,2,5,1,1,1,3,1,2,1,1,1,6,5,5,6,6,2,0,1,3.25,3.25,3,3.75,4,3.166666667,-0.25,0,3,6,4,5.333333333,4,6,5,6,5.5,2,1,3,2,6,7,1.5,3.75,6.5,3.916666667,6,1.666666667,5.5,0,1,0,0,0,0,0,1,1,-1,-2,-1,-1,-1,-1,5.6,-0.666666667,0
50,72,1,8,9,6,1,2,1,1,1,2,1,3,1.064099831,6,6,6,6,3,4,6,2,3,3,6,5,2,5,5,3,3,3,2,0,1,0,0,3,9,3,1,3,1,2,7,4,6,4,3,5,7,6,1,1,1,7,7,1,2,5,4,7,4,6,7,2,2,7,7,6,4,4,1,2,7,6,1,1,7,2,1,2,7,4,6,2,2,1,2,2,2,2,2,7,4,2,5,5,5,2,2,1,1,1,1,6,5,5,5,4,7,0,1,3,3.5,6,5.25,4.5,4.333333333,0.75,-0.5,3,4,2,3.166666667,1,4,6,6,4.875,3,1,7,7,7,6,2.75,5.25,6.75,4.916666667,6.666666667,2,5.666666667,0,0,1,0,0,0,0,1,-2,-2,-1,-1,-1,-1,-1,5,-1.666666667,2
51,78,0,3,16,7,1,2,2,0,2,2,1,3,0.875812098,6,6,5,5,6,6,6,5,4,4,5,6,5,3,5,2,2,3,4,0,0,0,1,11,6,10,6,2,1,2,2,6,6,1,1,7,7,5,2,3,5,5,5,7,7,1,1,7,7,1,1,7,7,1,1,1,5,7,4,7,1,1,7,6,1,7,1,6,2,6,1,2,1,1,1,2,1,2,2,7,1,7,6,0,4,4,4,4,4,3,3,3,3,3,3,3,5,1,1,2.75,5.75,6,4.75,4.75,5.833333333,0,-3,2.5,2,2,1.833333333,1,1,1,1,1,1,1,5,3,1,1,1,3.75,3,2.583333333,1,6.5,1.166666667,0,1,1,1,0,1,0,4,2,2,2,2,1,1,1.333333333,3,2,4
52,47,0,7,16,NA,2,2,2,0,2,1,1,2,0.539889585,6,6,5,4,4,5,6,2,3,6,4,6,3,5,5,5,4,2,3,0,0,1,0,8,8,6,7,1,1,1,1,7,7,1,1,7,7,5,4,5,4,7,6,3,3,5,4,4,4,5,5,4,4,7,4,3,4,3,4,7,4,7,5,7,1,7,3,4,4,4,7,1,1,2,2,2,2,2,2,3,4,5,6,2,3,4,4,4,4,4,4,4,5,3,7,5,7,1,0,3.5,4.5,6,4.75,4.5,5,0.25,-1,3,1,1,1,4,4,4,4,4.375,1,1,3,4,5,5,1,4,5.75,3.583333333,4.666666667,5.666666667,4.333333333,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,4.8,2,-1
53,75,1,6,19,NA,1,2,1,1,1,2,2,5,0.97728353,4,2,3,2,2,5,3,5,2,2,5,2,3,3,4,5,4,4,1,1,0,0,0,1,1,6,8,5,6,1,3,1,7,2,2,6,6,4,2,5,6,4,4,3,4,4,2,7,5,4,5,4,6,4,3,6,5,4,2,4,3,4,2,1,6,4,2,5,4,2,6,2,2,1,2,2,2,2,2,6,3,3,2,4,2,5,5,5,5,2,5,6,5,5,5,5,3,0,1,3.75,3,3,3,3.75,3,-0.75,0.75,4,7,1,3.833333333,1,3,4,2,3.125,2,2,3,2,5,4,2,2.75,4.25,3,4.333333333,3,4.166666667,0,0,1,0,0,0,0,1,0,0,0,0,-2,0,-0.666666667,5.2,0,-2
54,69,1,10,18,NA,1,2,2,1,1,2,1,5,0.464508384,2,2,2,4,4,2,2,2,2,3,2,3,2,2,1,2,1,1,3,0,0,1,0,11,11,1,1,4,4,4,4,4,4,1,1,7,7,4,4,4,4,4,4,4,4,7,4,7,4,5,4,4,4,1,4,4,1,4,1,1,4,7,1,1,7,1,7,1,7,1,1,2,2,2,2,2,2,1,2,5,1,4,5,0,0,1,1,1,1,1,1,4,5,4,4,3,1,0,1,1.5,2.75,2,2.75,1.75,2.5,1,-1.25,1,4,4,4,1,4,4,4,4.125,1,1,4,4,4,4,1,4,4,3,3,1,5.5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,4,-1,0
55,61,1,5,18,2,1,2,1,1,7,3,2,4,0.432345253,6,6,4,4,4,6,6,3,4,6,3,5,6,5,4,4,2,2,2,0,1,0,0,8,5,6,5,5,4,5,3,4,4,4,5,4,6,5,3,4,4,6,7,4,4,4,3,5,5,3,3,5,5,6,4,4,5,5,5,7,1,4,4,6,1,7,6,7,1,4,7,2,1,1,1,2,1,2,2,5,3,5,3,7,7,3,3,3,3,3,3,5,5,5,4,5,3,0,1,3,5.25,6,4.25,4.5,5.5,-0.25,-2.25,2,4,4,4.166666667,3,3,3,3,3.125,4,2,4,4,4,4,3.75,4,5.25,4.333333333,4.666666667,5.833333333,3.333333333,0,1,1,1,0,1,0,4,1,1,1,1,1,1,1,4.8,1,1
56,39,0,7,17,13,1,2,2,0,2,1,1,2,0.628932866,4,4,2,2,4,6,6,2,3,3,2,4,4,4,4,3,2,3,4,0,0,0,1,10,8,8,7,2,3,2,2,5,5,2,2,6,6,2,1,5,5,1,2,6,6,1,1,6,7,2,2,6,6,1,1,1,2,6,1,7,2,1,6,6,2,6,2,5,2,6,1,2,1,1,1,2,1,2,2,5,3,5,6,3,4,3,3,3,3,3,3,4,4,4,5,4,5,1,1,2.75,4.5,4,2.25,4,4.333333333,-1.75,-1.75,2.5,3,3,2.5,2,1,2,2,1.625,2,2,3,3,2,2,2,2.25,1.75,2,1,6,1.666666667,0,1,1,1,0,1,0,4,1,1,1,1,1,1,1,4.2,1,1
57,71,0,2,5,3,1,2,2,0,7,2,2,8,0.979103841,5,6,5,3,5,5,5,2,2,4,2,4,4,3,2,2,2,2,4,0,0,0,1,8,8,7,6,2,2,4,4,5,4,1,1,6,7,4,3,4,4,4,5,4,6,2,3,5,5,4,3,5,5,2,4,2,3,4,5,5,4,3,6,5,3,6,3,5,3,4,3,2,2,1,2,2,1,2,2,6,4,6,5,2,0,3,4,4,5,3,4,3,5,3,6,2,5,0,1,2,4.5,5.5,3.5,3,4.833333333,0.5,-2.5,2,3,4,3.166666667,3,3,3,3,3,2,1,4,4,4,2,1.25,3.75,3.75,2.916666667,2.666666667,5.166666667,3.166666667,0,0,1,0,0,1,0,2,1,2,2,0,1,2,1,3.8,1.666666667,1
58,60,1,10,9,4,1,2,1,1,4,2,2,8,2.62226439,3,5,6,5,3,5,3,2,2,5,3,2,2,2,2,2,2,2,3,0,0,1,0,8,8,11,7,5,5,4,4,3,3,4,4,5,6,6,7,2,1,7,7,3,4,4,6,5,5,5,4,5,4,6,7,5,5,5,6,5,2,5,2,1,5,6,4,3,4,1,7,2,2,2,1,2,2,2,2,7,7,5,0,5,3,3,3,3,2,2,2,5,7,5,7,4,6,0,1,2,3,4,4.75,2.25,3.333333333,2.5,-1,2,5,5,4.666666667,3,3,3,4,4,3,2,6,7,5,4,3.25,6.5,5.75,5.166666667,6,3,4.5,0,0,0,1,0,0,0,1,1,1,1,-2,-2,-2,-2,5.6,1,4
59,70,0,9,16,6,1,2,1,1,1,2,1,4,0.774613757,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,5,3,4,3,0,0,1,0,11,11,11,11,5,7,3,4,7,7,5,5,5,7,7,5,5,5,5,2,7,7,4,5,5,7,5,5,5,7,7,3,1,7,5,5,7,1,7,7,4,4,7,3,4,3,4,4,2,2,2,1,2,2,2,2,3,1,7,6,7,7,5,5,1,4,5,5,7,4,4,7,4,4,1,1,4.5,6,6,6,5.5,6,0.5,-1.5,3.5,1,1,3.5,3,1,3,1,3.375,3,1,3,3,1,1,3.5,4.5,2.25,3.416666667,3.666666667,5.5,3.666666667,0,0,0,1,0,0,0,1,0,0,-1,2,0,0,0.666666667,5.2,-0.333333333,0
60,73,1,2,1,4,1,2,1,1,2,1,2,3,0.903611172,6,5,4,5,6,4,5,3,2,5,5,5,5,5,5,5,5,2,3,0,0,1,0,11,6,8,11,4,2,1,2,7,6,2,2,5,7,6,4,4,4,5,4,6,7,3,2,7,7,3,4,6,7,6,4,4,5,7,6,6,1,4,3,3,4,6,2,3,6,2,6,2,1,1,1,1,1,2,2,5,5,5,7,1,2,4,4,4,4,4,3,4,4,4,4,4,4,0,1,3.5,5,5.5,4.75,4.5,5.166666667,0.25,-1.5,3.5,1,2,2,1,1,2,1,2.125,3,1,4,4,2,1,2,4.5,3,3.166666667,4.666666667,3.833333333,3.833333333,0,1,1,1,1,1,0,4,2,2,2,2,2,1,1.666666667,4,2,-3
61,37,0,10,17,NA,1,2,2,0,1,2,1,5,0.754025042,5,5,5,6,5,4,6,2,6,6,6,5,6,5,6,6,4,5,4,0,0,0,1,1,1,5,8,5,3,5,5,3,3,4,4,5,5,6,6,2,2,7,7,2,2,5,2,5,5,2,5,4,3,6,7,5,3,4,3,6,7,2,3,2,5,6,1,3,4,1,5,2,2,1,2,2,1,2,2,5,1,6,4,6,6,3,3,3,3,1,5,5,5,3,5,3,1,1,1,5.25,5,5,5.75,4.75,5,1,0.25,4.5,5,5,4.666666667,3,3,4,5,3.625,3,3,6,6,6,6,3.5,6,6.5,5.333333333,6,3.5,4,0,0,1,0,0,1,0,2,1,1,1,1,-1,0,0,4.2,1,-3
62,78,0,2,9,NA,1,2,1,1,7,2,2,5,0.746436171,4,2,5,6,6,6,5,3,1,2,4,6,6,3,5,1,2,1,3,0,0,1,0,1,1,1,1,2,5,4,5,6,5,2,1,7,6,5,2,2,2,4,4,4,4,4,1,7,7,7,4,5,7,1,2,1,4,4,4,4,4,4,4,4,4,4,2,3,4,1,7,2,2,2,2,2,2,1,2,4,3,5,8,1,1,5,3,3,3,2,1,4,6,3,4,4,1,0,1,1.25,6,3,4.25,4,5,0.25,-4.75,1.5,2,3,3.5,1,1,3,1,2.75,1,2,6,6,4,4,1.5,4.75,4,3.416666667,1.333333333,3.333333333,4.166666667,0,0,0,0,0,0,1,0,0,1,1,1,-2,-1,-0.666666667,4.2,0.666666667,0
